sales_date,price,type,bedrooms
2012-04-14 0:00,780000,house,4
2012-04-15 0:00,679000,house,5
2012-04-18 0:00,467000,house,3
2012-04-21 0:00,649000,house,5
2012-04-22 0:00,675000,house,4
2012-04-23 0:00,415000,house,3
2012-04-23 0:00,445000,house,4
2012-04-24 0:00,292500,house,1
2012-04-24 0:00,450000,house,3
2012-04-29 0:00,680000,house,4
2012-04-29 0:00,950000,house,4
2012-04-30 0:00,485000,house,3
2012-05-01 0:00,640000,house,4
2012-05-02 0:00,332000,house,2
2012-05-02 0:00,622500,house,4
2012-05-02 0:00,775000,house,4
2012-05-05 0:00,575000,house,2
2012-05-05 0:00,690000,house,3
2012-05-09 0:00,465000,house,3
2012-05-12 0:00,635000,house,5
2012-05-13 0:00,307000,house,2
2012-05-14 0:00,450000,house,3
2012-05-16 0:00,442000,house,3
2012-05-16 0:00,490000,house,3
2012-05-17 0:00,865000,house,5
2012-05-19 0:00,430000,house,4
2012-05-23 0:00,444000,house,3
2012-05-27 0:00,535000,house,3
2012-05-28 0:00,542000,house,4
2012-05-30 0:00,357000,house,3
2012-06-02 0:00,429000,house,3
2012-06-02 0:00,1180000,house,4
2012-06-03 0:00,375000,house,4
2012-06-06 0:00,526000,house,3
2012-06-06 0:00,760000,house,3
2012-06-10 0:00,447250,house,3
2012-06-10 0:00,492500,house,3
2012-06-10 0:00,727500,house,4
2012-06-11 0:00,360100,house,4
2012-06-11 0:00,750000,house,3
2012-06-13 0:00,365000,house,3
2012-06-13 0:00,670000,house,4
2012-06-14 0:00,419000,house,4
2012-06-14 0:00,515000,house,3
2012-06-17 0:00,340000,house,3
2012-06-17 0:00,600000,house,4
2012-06-18 0:00,362000,house,4
2012-06-19 0:00,765000,house,5
2012-06-19 0:00,770000,house,4
2012-06-20 0:00,469000,house,4
2012-06-23 0:00,367000,house,3
2012-06-24 0:00,465000,house,4
2012-06-25 0:00,375000,house,3
2012-06-25 0:00,505000,house,4
2012-06-25 0:00,605000,house,3
2012-06-26 0:00,325000,house,3
2012-06-27 0:00,421000,house,3
2012-06-27 0:00,550000,house,4
2012-06-27 0:00,590000,house,4
2012-06-29 0:00,522500,house,4
2012-06-30 0:00,480000,house,2
2012-06-30 0:00,1165000,house,5
2012-07-01 0:00,670000,house,4
2012-07-04 0:00,375000,house,3
2012-07-07 0:00,392500,house,4
2012-07-07 0:00,445000,house,4
2012-07-08 0:00,383000,house,3
2012-07-10 0:00,418000,house,3
2012-07-10 0:00,860000,house,2
2012-07-11 0:00,418000,house,3
2012-07-11 0:00,442000,house,4
2012-07-14 0:00,360000,house,3
2012-07-14 0:00,495000,house,4
2012-07-16 0:00,468000,house,3
2012-07-16 0:00,605000,house,3
2012-07-16 0:00,1090000,house,4
2012-07-17 0:00,558000,house,4
2012-07-18 0:00,700000,house,3
2012-07-18 0:00,1300000,house,4
2012-07-19 0:00,320000,house,3
2012-07-23 0:00,415000,house,3
2012-07-23 0:00,480000,house,4
2012-07-23 0:00,553000,house,4
2012-07-23 0:00,885000,house,4
2012-07-25 0:00,370000,house,4
2012-07-26 0:00,564000,house,3
2012-07-28 0:00,365000,house,3
2012-07-29 0:00,927000,house,4
2012-07-30 0:00,360000,house,3
2012-07-30 0:00,390000,house,4
2012-07-31 0:00,440000,house,4
2012-08-01 0:00,430000,house,3
2012-08-01 0:00,595000,house,3
2012-08-04 0:00,365000,house,3
2012-08-04 0:00,585000,house,3
2012-08-04 0:00,602500,house,4
2012-08-05 0:00,359000,house,3
2012-08-05 0:00,475000,house,3
2012-08-06 0:00,315000,house,3
2012-08-06 0:00,320000,house,4
2012-08-06 0:00,325000,house,4
2012-08-06 0:00,341000,house,3
2012-08-06 0:00,540000,house,4
2012-08-07 0:00,395000,house,4
2012-08-09 0:00,370000,house,3
2012-08-09 0:00,620000,house,4
2012-08-09 0:00,631000,house,4
2012-08-11 0:00,405000,house,4
2012-08-12 0:00,548000,house,3
2012-08-13 0:00,405000,house,4
2012-08-13 0:00,420000,house,3
2012-08-13 0:00,531500,house,4
2012-08-14 0:00,350000,house,2
2012-08-15 0:00,365000,house,3
2012-08-15 0:00,375000,house,3
2012-08-15 0:00,402000,house,3
2012-08-15 0:00,420000,house,3
2012-08-15 0:00,550000,house,2
2012-08-15 0:00,585000,house,4
2012-08-18 0:00,279500,house,2
2012-08-19 0:00,330000,house,3
2012-08-19 0:00,360000,house,3
2012-08-19 0:00,370000,house,3
2012-08-20 0:00,405000,house,3
2012-08-21 0:00,395000,house,3
2012-08-21 0:00,490000,house,4
2012-08-21 0:00,530000,house,5
2012-08-21 0:00,680000,house,4
2012-08-22 0:00,495000,house,4
2012-08-22 0:00,805000,house,4
2012-08-23 0:00,630000,house,4
2012-08-25 0:00,400000,house,3
2012-08-27 0:00,345000,house,3
2012-08-27 0:00,440000,house,3
2012-08-27 0:00,510000,house,4
2012-08-28 0:00,310000,house,3
2012-08-29 0:00,370000,house,4
2012-08-29 0:00,465000,house,4
2012-08-30 0:00,342000,house,3
2012-09-01 0:00,380000,house,3
2012-09-02 0:00,345000,house,3
2012-09-02 0:00,370000,house,4
2012-09-02 0:00,495000,house,4
2012-09-02 0:00,541000,house,4
2012-09-02 0:00,1380000,house,5
2012-09-03 0:00,372000,house,3
2012-09-03 0:00,415000,house,3
2012-09-04 0:00,335000,house,3
2012-09-04 0:00,1150000,house,5
2012-09-05 0:00,387000,house,3
2012-09-05 0:00,395000,house,3
2012-09-05 0:00,400000,house,4
2012-09-05 0:00,426000,house,3
2012-09-05 0:00,552000,house,4
2012-09-08 0:00,349000,house,3
2012-09-08 0:00,360500,house,3
2012-09-08 0:00,740000,house,3
2012-09-10 0:00,371600,house,4
2012-09-11 0:00,380000,house,3
2012-09-11 0:00,450000,house,3
2012-09-12 0:00,427000,house,4
2012-09-13 0:00,477000,house,4
2012-09-13 0:00,479000,house,3
2012-09-15 0:00,321000,house,2
2012-09-15 0:00,405000,house,3
2012-09-16 0:00,357000,house,3
2012-09-16 0:00,360000,house,4
2012-09-16 0:00,365000,house,3
2012-09-16 0:00,585000,house,4
2012-09-17 0:00,343000,house,3
2012-09-17 0:00,410000,house,3
2012-09-17 0:00,420000,house,4
2012-09-17 0:00,420000,house,3
2012-09-17 0:00,720000,house,3
2012-09-17 0:00,720000,house,5
2012-09-18 0:00,320000,house,3
2012-09-18 0:00,474000,house,4
2012-09-18 0:00,860000,house,3
2012-09-19 0:00,460000,house,3
2012-09-19 0:00,592000,house,2
2012-09-19 0:00,695000,house,5
2012-09-20 0:00,346000,house,3
2012-09-22 0:00,349950,house,3
2012-09-22 0:00,355000,house,3
2012-09-22 0:00,362000,house,3
2012-09-22 0:00,373000,house,3
2012-09-22 0:00,399000,house,4
2012-09-22 0:00,422250,house,3
2012-09-22 0:00,445000,house,3
2012-09-22 0:00,475000,house,4
2012-09-22 0:00,485000,house,5
2012-09-22 0:00,560500,house,4
2012-09-22 0:00,590000,house,4
2012-09-22 0:00,595000,house,4
2012-09-22 0:00,650000,house,3
2012-09-22 0:00,660000,house,4
2012-09-22 0:00,675000,house,4
2012-09-22 0:00,685000,house,4
2012-09-22 0:00,690000,house,4
2012-09-22 0:00,975000,house,3
2012-09-23 0:00,372000,house,3
2012-09-24 0:00,437000,house,3
2012-09-25 0:00,411000,house,3
2012-09-25 0:00,450000,house,4
2012-09-25 0:00,525000,house,2
2012-09-26 0:00,312000,house,3
2012-09-26 0:00,510000,house,4
2012-09-26 0:00,707500,house,4
2012-09-26 0:00,755000,house,4
2012-09-29 0:00,380000,house,4
2012-09-29 0:00,389000,house,3
2012-09-29 0:00,415000,house,3
2012-09-29 0:00,557000,house,4
2012-09-29 0:00,585000,house,4
2012-09-29 0:00,595000,house,2
2012-09-29 0:00,875000,house,5
2012-09-30 0:00,367500,house,4
2012-09-30 0:00,372000,house,3
2012-09-30 0:00,549000,house,3
2012-09-30 0:00,575000,house,4
2012-09-30 0:00,594000,house,4
2012-09-30 0:00,662500,house,2
2012-10-01 0:00,455000,house,4
2012-10-02 0:00,390000,house,3
2012-10-03 0:00,332000,house,3
2012-10-03 0:00,380000,house,3
2012-10-03 0:00,405000,house,4
2012-10-03 0:00,460000,house,4
2012-10-07 0:00,355000,house,3
2012-10-07 0:00,473000,house,4
2012-10-07 0:00,560000,house,4
2012-10-08 0:00,347000,house,3
2012-10-08 0:00,359950,house,3
2012-10-08 0:00,1030000,house,3
2012-10-09 0:00,338500,house,3
2012-10-10 0:00,378000,house,3
2012-10-10 0:00,400000,house,4
2012-10-10 0:00,453000,house,4
2012-10-10 0:00,476600,house,4
2012-10-10 0:00,677500,house,4
2012-10-10 0:00,749950,house,4
2012-10-12 0:00,390000,house,3
2012-10-13 0:00,435000,house,3
2012-10-13 0:00,507500,house,4
2012-10-14 0:00,350000,house,3
2012-10-14 0:00,399000,house,3
2012-10-14 0:00,420000,house,4
2012-10-14 0:00,450000,house,3
2012-10-14 0:00,525000,house,2
2012-10-14 0:00,595000,house,4
2012-10-14 0:00,910000,house,3
2012-10-15 0:00,395000,house,3
2012-10-15 0:00,552500,house,3
2012-10-16 0:00,375000,house,3
2012-10-16 0:00,440000,house,3
2012-10-17 0:00,352000,house,3
2012-10-17 0:00,495000,house,4
2012-10-17 0:00,530000,house,4
2012-10-17 0:00,690000,house,3
2012-10-18 0:00,342000,house,2
2012-10-18 0:00,420000,house,3
2012-10-18 0:00,575000,house,3
2012-10-18 0:00,612000,house,4
2012-10-20 0:00,349000,house,3
2012-10-20 0:00,350000,house,3
2012-10-20 0:00,480000,house,4
2012-10-21 0:00,342000,house,3
2012-10-21 0:00,372500,house,4
2012-10-21 0:00,375000,house,3
2012-10-21 0:00,408000,house,4
2012-10-21 0:00,515000,house,4
2012-10-22 0:00,370000,house,3
2012-10-22 0:00,657500,house,4
2012-10-23 0:00,340000,house,3
2012-10-23 0:00,369000,house,3
2012-10-23 0:00,419950,house,3
2012-10-23 0:00,455000,house,3
2012-10-23 0:00,495000,house,4
2012-10-23 0:00,765000,house,4
2012-10-24 0:00,361000,house,3
2012-10-24 0:00,425000,house,3
2012-10-24 0:00,498600,house,4
2012-10-24 0:00,570000,house,4
2012-10-27 0:00,330250,house,3
2012-10-27 0:00,337000,house,3
2012-10-27 0:00,360000,house,3
2012-10-27 0:00,440000,house,3
2012-10-27 0:00,475000,house,4
2012-10-27 0:00,510000,house,4
2012-10-27 0:00,1120000,house,4
2012-10-28 0:00,340000,house,2
2012-10-28 0:00,676000,house,4
2012-10-29 0:00,420000,house,4
2012-10-30 0:00,585000,house,4
2012-10-30 0:00,720000,house,5
2012-10-31 0:00,372000,house,3
2012-10-31 0:00,395000,house,3
2012-10-31 0:00,544000,house,4
2012-10-31 0:00,581650,house,4
2012-10-31 0:00,800000,house,3
2012-11-03 0:00,330000,house,3
2012-11-03 0:00,330000,house,3
2012-11-03 0:00,350000,house,3
2012-11-03 0:00,360000,house,3
2012-11-03 0:00,424000,house,4
2012-11-03 0:00,583000,house,4
2012-11-05 0:00,359950,house,3
2012-11-05 0:00,425000,house,3
2012-11-05 0:00,475000,house,3
2012-11-05 0:00,477500,house,4
2012-11-05 0:00,1425000,house,3
2012-11-06 0:00,345000,house,2
2012-11-06 0:00,485000,house,3
2012-11-06 0:00,557500,house,4
2012-11-07 0:00,360000,house,3
2012-11-07 0:00,395000,house,4
2012-11-07 0:00,415000,house,4
2012-11-07 0:00,435000,house,3
2012-11-07 0:00,522000,house,4
2012-11-07 0:00,757500,house,3
2012-11-10 0:00,357000,house,3
2012-11-10 0:00,542000,house,5
2012-11-10 0:00,567000,house,4
2012-11-10 0:00,623700,house,5
2012-11-10 0:00,702500,house,4
2012-11-11 0:00,324000,house,3
2012-11-11 0:00,351000,house,3
2012-11-11 0:00,449000,house,3
2012-11-11 0:00,515000,house,4
2012-11-12 0:00,342500,house,3
2012-11-12 0:00,400000,house,3
2012-11-12 0:00,462000,house,3
2012-11-13 0:00,375000,house,3
2012-11-14 0:00,385000,house,3
2012-11-15 0:00,380000,house,3
2012-11-15 0:00,418000,house,3
2012-11-15 0:00,530000,house,2
2012-11-17 0:00,350000,house,4
2012-11-17 0:00,370000,house,3
2012-11-17 0:00,379000,house,3
2012-11-17 0:00,385000,house,3
2012-11-17 0:00,438000,house,3
2012-11-17 0:00,460000,house,4
2012-11-17 0:00,635000,house,4
2012-11-17 0:00,830000,house,4
2012-11-17 0:00,950000,house,4
2012-11-18 0:00,455000,house,4
2012-11-18 0:00,540000,house,4
2012-11-18 0:00,635000,house,3
2012-11-18 0:00,950000,house,3
2012-11-19 0:00,348000,house,3
2012-11-19 0:00,460000,house,4
2012-11-19 0:00,497000,house,4
2012-11-19 0:00,515000,house,4
2012-11-20 0:00,450000,house,3
2012-11-20 0:00,475000,house,4
2012-11-20 0:00,665000,house,4
2012-11-21 0:00,350000,house,3
2012-11-21 0:00,392500,house,3
2012-11-21 0:00,450000,house,4
2012-11-21 0:00,454000,house,3
2012-11-21 0:00,475000,house,3
2012-11-21 0:00,500000,house,4
2012-11-21 0:00,730000,house,3
2012-11-22 0:00,510000,house,4
2012-11-22 0:00,640000,house,3
2012-11-22 0:00,805000,house,4
2012-11-24 0:00,387000,house,4
2012-11-24 0:00,389950,house,3
2012-11-24 0:00,393000,house,4
2012-11-24 0:00,395000,house,3
2012-11-24 0:00,468500,house,4
2012-11-24 0:00,480000,house,3
2012-11-24 0:00,485000,house,4
2012-11-24 0:00,485000,house,4
2012-11-24 0:00,500000,house,4
2012-11-24 0:00,547500,house,4
2012-11-24 0:00,565000,house,5
2012-11-24 0:00,630000,house,3
2012-11-25 0:00,490000,house,4
2012-11-25 0:00,540000,house,5
2012-11-25 0:00,630000,house,2
2012-11-25 0:00,735000,house,5
2012-11-26 0:00,326000,house,3
2012-11-26 0:00,375000,house,2
2012-11-26 0:00,453000,house,4
2012-11-26 0:00,462500,house,4
2012-11-26 0:00,580000,house,5
2012-11-27 0:00,327500,house,3
2012-11-27 0:00,390000,house,3
2012-11-28 0:00,322500,house,3
2012-11-28 0:00,335000,house,3
2012-11-28 0:00,337500,house,3
2012-11-28 0:00,345000,house,3
2012-11-28 0:00,345000,house,3
2012-11-28 0:00,351000,house,3
2012-11-28 0:00,470000,house,3
2012-11-28 0:00,540000,house,3
2012-11-28 0:00,544000,house,4
2012-11-28 0:00,1095000,house,4
2012-11-28 0:00,1250000,house,3
2012-11-29 0:00,375000,house,3
2012-11-29 0:00,395000,house,3
2012-12-01 0:00,327500,house,3
2012-12-01 0:00,400000,house,3
2012-12-01 0:00,450000,house,3
2012-12-01 0:00,507500,house,3
2012-12-01 0:00,940000,house,4
2012-12-01 0:00,1050000,house,4
2012-12-02 0:00,320000,house,3
2012-12-02 0:00,349750,house,3
2012-12-02 0:00,360000,house,4
2012-12-02 0:00,410000,house,4
2012-12-02 0:00,422500,house,4
2012-12-02 0:00,464000,house,4
2012-12-02 0:00,529000,house,3
2012-12-02 0:00,557500,house,3
2012-12-03 0:00,301000,house,3
2012-12-03 0:00,320000,house,3
2012-12-03 0:00,371000,house,4
2012-12-03 0:00,374950,house,3
2012-12-03 0:00,385150,house,3
2012-12-03 0:00,399950,house,4
2012-12-03 0:00,490000,house,5
2012-12-03 0:00,512500,house,3
2012-12-03 0:00,575000,house,4
2012-12-04 0:00,340000,house,3
2012-12-04 0:00,360000,house,3
2012-12-04 0:00,420000,house,3
2012-12-04 0:00,463000,house,4
2012-12-04 0:00,470000,house,4
2012-12-04 0:00,570000,house,4
2012-12-04 0:00,680000,house,4
2012-12-05 0:00,299000,house,3
2012-12-05 0:00,309000,house,3
2012-12-05 0:00,333000,house,2
2012-12-05 0:00,430000,house,3
2012-12-05 0:00,445000,house,3
2012-12-05 0:00,455000,house,4
2012-12-05 0:00,493000,house,5
2012-12-05 0:00,505000,house,3
2012-12-05 0:00,650000,house,3
2012-12-06 0:00,378250,house,3
2012-12-06 0:00,595000,house,3
2012-12-06 0:00,600000,house,4
2012-12-06 0:00,672000,house,4
2012-12-08 0:00,314000,house,3
2012-12-08 0:00,350000,house,3
2012-12-08 0:00,355000,house,3
2012-12-08 0:00,365000,house,3
2012-12-08 0:00,431000,house,4
2012-12-08 0:00,470000,house,4
2012-12-08 0:00,525000,house,4
2012-12-08 0:00,610000,house,4
2012-12-08 0:00,855000,house,4
2012-12-09 0:00,490000,house,4
2012-12-09 0:00,540000,house,4
2012-12-09 0:00,695000,house,4
2012-12-10 0:00,335000,house,3
2012-12-10 0:00,340000,house,3
2012-12-10 0:00,385000,house,3
2012-12-10 0:00,392000,house,3
2012-12-10 0:00,420000,house,3
2012-12-10 0:00,435000,house,2
2012-12-10 0:00,435000,house,4
2012-12-10 0:00,440000,house,3
2012-12-10 0:00,480000,house,4
2012-12-10 0:00,600000,house,4
2012-12-11 0:00,520000,house,4
2012-12-12 0:00,351000,house,4
2012-12-12 0:00,355000,house,2
2012-12-12 0:00,455000,house,3
2012-12-12 0:00,470000,house,4
2012-12-12 0:00,525000,house,5
2012-12-12 0:00,665000,house,3
2012-12-12 0:00,805000,house,4
2012-12-13 0:00,775000,house,4
2012-12-15 0:00,360000,house,3
2012-12-15 0:00,373500,house,3
2012-12-15 0:00,398000,house,3
2012-12-15 0:00,405000,house,3
2012-12-15 0:00,472000,house,4
2012-12-15 0:00,505000,house,4
2012-12-15 0:00,530000,house,4
2012-12-15 0:00,625000,house,2
2012-12-16 0:00,362500,house,3
2012-12-16 0:00,413000,house,3
2012-12-16 0:00,420000,house,4
2012-12-16 0:00,520000,house,4
2012-12-16 0:00,585000,house,4
2012-12-17 0:00,378500,house,3
2012-12-17 0:00,600000,house,4
2012-12-17 0:00,720000,house,4
2012-12-18 0:00,416500,house,3
2012-12-18 0:00,420000,house,4
2012-12-18 0:00,431600,house,4
2012-12-19 0:00,339950,house,3
2012-12-19 0:00,350000,house,3
2012-12-19 0:00,380000,house,3
2012-12-19 0:00,428250,house,3
2012-12-19 0:00,439000,house,3
2012-12-19 0:00,472000,house,4
2012-12-19 0:00,499000,house,4
2012-12-19 0:00,527000,house,5
2012-12-19 0:00,550000,house,4
2012-12-19 0:00,716000,house,3
2012-12-19 0:00,900000,house,4
2012-12-20 0:00,495000,house,3
2012-12-20 0:00,540000,house,3
2012-12-20 0:00,1375000,house,4
2012-12-20 0:00,3500000,house,5
2012-12-22 0:00,379000,house,3
2012-12-22 0:00,390000,house,4
2012-12-22 0:00,399500,house,3
2012-12-22 0:00,456000,house,3
2012-12-22 0:00,490000,house,4
2012-12-22 0:00,585000,house,4
2012-12-22 0:00,630000,house,4
2012-12-22 0:00,855000,house,3
2012-12-23 0:00,355000,house,3
2012-12-23 0:00,361500,house,3
2012-12-23 0:00,381000,house,3
2012-12-23 0:00,390000,house,3
2012-12-23 0:00,395000,house,3
2012-12-23 0:00,444000,house,4
2012-12-23 0:00,450000,house,4
2012-12-23 0:00,452000,house,4
2012-12-23 0:00,480000,house,4
2012-12-23 0:00,500000,house,3
2012-12-23 0:00,571000,house,3
2012-12-24 0:00,310000,house,2
2012-12-24 0:00,369950,house,3
2012-12-24 0:00,385000,house,3
2012-12-24 0:00,394000,house,3
2012-12-24 0:00,400000,house,4
2012-12-24 0:00,400000,house,3
2012-12-24 0:00,400000,house,3
2012-12-24 0:00,400000,house,3
2012-12-24 0:00,499000,house,4
2012-12-24 0:00,1057500,house,4
2013-01-06 0:00,342500,house,3
2013-01-06 0:00,450000,house,4
2013-01-07 0:00,420000,house,3
2013-01-08 0:00,394000,house,3
2013-01-08 0:00,410000,house,4
2013-01-08 0:00,411500,house,3
2013-01-08 0:00,560000,house,4
2013-01-09 0:00,383000,house,3
2013-01-09 0:00,385000,house,3
2013-01-09 0:00,420000,house,2
2013-01-10 0:00,585000,house,4
2013-01-10 0:00,590000,house,4
2013-01-12 0:00,340500,house,3
2013-01-12 0:00,410000,house,3
2013-01-12 0:00,418000,house,3
2013-01-12 0:00,470000,house,4
2013-01-12 0:00,609950,house,4
2013-01-12 0:00,630000,house,4
2013-01-12 0:00,750000,house,5
2013-01-13 0:00,420000,house,3
2013-01-13 0:00,515000,house,4
2013-01-13 0:00,637000,house,4
2013-01-14 0:00,315000,house,3
2013-01-14 0:00,400000,house,3
2013-01-14 0:00,439000,house,4
2013-01-15 0:00,330000,house,3
2013-01-15 0:00,350000,house,3
2013-01-15 0:00,440000,house,3
2013-01-15 0:00,462500,house,4
2013-01-15 0:00,465000,house,2
2013-01-15 0:00,589000,house,3
2013-01-15 0:00,640000,house,4
2013-01-16 0:00,319950,house,3
2013-01-16 0:00,456000,house,3
2013-01-16 0:00,585000,house,4
2013-01-19 0:00,400000,house,3
2013-01-19 0:00,615000,house,4
2013-01-19 0:00,688889,house,4
2013-01-20 0:00,392000,house,3
2013-01-20 0:00,425000,house,3
2013-01-20 0:00,465000,house,4
2013-01-20 0:00,500000,house,3
2013-01-20 0:00,1150000,house,4
2013-01-21 0:00,570000,house,4
2013-01-22 0:00,308000,house,3
2013-01-22 0:00,512000,house,4
2013-01-22 0:00,575000,house,3
2013-01-23 0:00,315000,house,3
2013-01-23 0:00,317500,house,3
2013-01-23 0:00,335000,house,3
2013-01-23 0:00,360000,house,3
2013-01-23 0:00,380000,house,4
